q/kF, < omega_p(q)**3 >/wp(0)**3, Sum rule/wp(0)**3, < (omega/wp(0))**3*S > - SR
0.01,5.2874757396779756e-05,5.3164816375850176e-05,-2.900589790704193e-07
0.02,0.00021268728535661456,0.00021269318582094218,-5.900464327611389e-09
0.03,0.0004786821189220835,0.00047868746275252645,-5.3438304429285e-09
0.04,0.000851334923885076,0.0008513213853615353,1.3538523540744182e-08
0.05,0.0013309178513616832,0.001330840121539557,7.772982212614701e-08
0.060000000000000005,0.0019177781235754747,0.0019175594402430249,2.1868333244983232e-07
0.06999999999999999,0.00261234400060453,0.002611855635712255,4.883648922746932e-07
0.08,0.0034151233633488583,0.0034142064123314233,9.169510174350526e-07
0.09,0.00432670000582226,0.004325156066064016,1.5439397582439965e-06
0.09999999999999999,0.00534775590980987,0.00534532245235302,2.43345745684978e-06
0.11,0.006479029031855204,0.006475412400644522,3.6166312106823695e-06
0.12,0.007721364711688765,0.007716208956624799,5.1557550639659555e-06
0.13,0.009075674907853819,0.009068594190754838,7.080717098980477e-06
0.14,0.010542961431098388,0.010533551765210434,9.409665887954305e-06
0.15000000000000002,0.012124323895441831,0.012112079256915641,1.2244638526190052e-05
0.16,0.013820941894552088,0.013805353409829087,1.5588484723001728e-05
0.17,0.015634068435642346,0.01561459078451423,1.947765112811535e-05
0.18000000000000002,0.017565074269907593,0.01754107839413171,2.3995875775881248e-05
0.19,0.019615390518760198,0.019586334224749674,2.9056294010523787e-05
0.2,0.02178657667738122,0.021751824096421787,3.4752580959432344e-05
0.21000000000000002,0.024080272015459914,0.024039148879786358,4.112313567355627e-05
0.22,0.026498186591122814,0.026450048462860202,4.813812826261199e-05
0.23,0.029042177291460133,0.028986422118522318,5.575517293781446e-05
0.24000000000000002,0.03171414883023943,0.031649939055860915,6.420977437851527e-05
0.25,0.034516201195914274,0.03444292389255961,7.327730335466437e-05
0.26,0.03745037585026337,0.037367490320569255,8.288552969411278e-05
0.27,0.040519028400862675,0.040425854825136436,9.317357572623947e-05
0.28,0.04372444347793828,0.043620419383355244,0.00010402409458303702
0.29000000000000004,0.047069133319521644,0.0469536815384876,0.00011545178103404552
0.3,0.05055563774186525,0.05042833937402857,0.00012729836783668264
0.31,0.05418676217551567,0.05404710432256848,0.0001396578529471934
0.32,0.0579652309613363,0.05781295216928563,0.0001522787920506738
0.33,0.061893985186211226,0.061728895589418964,0.00016508959679226165
0.34,0.0659761574390612,0.06579810131142241,0.0001780561276387843
0.35000000000000003,0.0702149562344314,0.0700239483051883,0.00019100792924310606
0.36000000000000004,0.07461372307378852,0.0744097015451643,0.0002040215286242264
0.37,0.07917585684205916,0.07895932347907984,0.00021653336297931813
0.38,0.08390504469410746,0.08367666201580162,0.00022838267830584125
0.39,0.0888050470205399,0.0885652213950424,0.00023982562549750008
0.4,0.09387967739711509,0.0936294638823596,0.00025021351475548737
0.41000000000000003,0.09913317574935505,0.09887429385651693,0.00025888189283812535
0.42000000000000004,0.1045694571277099,0.10430178667173587,0.00026767045597403394
0.43,0.11019318818768656,0.10991914436025686,0.0002740438274296958
0.44,0.11600868664295184,0.11573036193925336,0.00027832470369848483
0.45,0.12202075504774029,0.12174002942488044,0.00028072562285985647
0.46,0.1282342622796078,0.12795388040756814,0.0002803818720396589
0.47000000000000003,0.13465411796786292,0.13437715498161992,0.00027696298624299565
0.48000000000000004,0.14128566650935984,0.14101554477892275,0.000270121730437084
0.49,0.14813431460714332,0.14787473390206093,0.0002595807050823906
0.5,0.1552055027602009,0.15496088554398046,0.000244617216220433
0.51,0.1625051598837828,0.16227992725863422,0.00022523262514859144
0.52,0.1700392722342694,0.16983887881610144,0.00020039341816796563
0.53,0.17781402913156413,0.17764426879335363,0.00016976033821050618
0.54,0.18583564283186235,0.1857031762821551,0.0001324665497072497
0.55,0.1941108932007842,0.1940227572628636,8.813593792059149e-05
0.56,0.20264660916675614,0.20261034855519539,3.626061156075666e-05
0.5700000000000001,0.2114496328531342,0.21147369381391293,-2.406096077872677e-05
0.5800000000000001,0.2205274395473012,0.22062083588390372,-9.339633660251923e-05
0.59,0.2298875461274544,0.2300600432331484,-0.00017249710569400278
0.6,0.23953747126823327,0.2398012467523367,-0.0002637754841034179
0.61,0.2494856873962571,0.2498511127535459,-0.0003654253572888122
0.62,0.2597397037087286,0.2602197045229973,-0.00048000081426868846
0.63,0.2703087816577952,0.270916435324745,-0.0006076536669498145
0.64,0.281201170807851,0.28195113535406136,-0.0007499645462103466
0.65,0.29242647160243646,0.2933338767543442,-0.0009074051519077364
0.66,0.30399313517180404,0.30507485828866493,-0.0010817231168608887
0.67,0.315911647246655,0.3171849412547629,-0.0012732940081078836
0.68,0.3281912892345458,0.32967519115794275,-0.0014839019233969242
0.6900000000000001,0.34084256107539856,0.3425569190143195,-0.0017143579389209407
0.7000000000000001,0.3538759634027519,0.35584236788384105,-0.0019664044810891457
0.7100000000000001,0.3673019407454827,0.3695439162720756,-0.0022419755265928876
0.72,0.38113196102739305,0.38367299191649057,-0.0025410308890975175
0.73,0.39537747704568377,0.3982427665923522,-0.002865289546668426
0.74,0.4100502734781979,0.4132670483867145,-0.0032167749085166286
0.75,0.42516205023445625,0.42875915264937225,-0.003597102414916009
0.76,0.44072567195434414,0.4447332074110056,-0.004007535456661437
0.77,0.4567539631108148,0.46120396989756113,-0.004450006786746341
0.78,0.47326011087705944,0.4781861176294147,-0.004926006752355272
0.79,0.49025718206237323,0.49569503326271674,-0.005437851200343513
0.8,0.507759567238024,0.5137474394859805,-0.005987872247956494
0.81,0.5257815856147109,0.532357874971445,-0.006576289356734155
0.8200000000000001,0.5443379499344017,0.551543830448903,-0.007205880514501328
0.8300000000000001,0.5634432176707546,0.5713224012196058,-0.007879183548851199
0.8400000000000001,0.5831134363433291,0.591711233311944,-0.008597796968614846
0.85,0.6033645546542209,0.6127284682887268,-0.00936391363450595
0.86,0.6242129437637375,0.6343927740883128,-0.010179830324575367
0.87,0.6456747742760756,0.6567232853316735,-0.011048511055597898
0.88,0.6677679096607289,0.6797386906535334,-0.011970780992804575
0.89,0.6905100393869918,0.7034611054020417,-0.012951066015049806
0.9,0.713919364491061,0.7279101047882698,-0.013990740297208815
0.91,0.7380137922677482,0.7531069617902939,-0.01509316952254569
0.92,0.7628138858049653,0.77907369590134,-0.01625981009637467
0.93,0.7883377899805956,0.8058330728878188,-0.017495282907223242
0.9400000000000001,0.8146063665319057,0.8334071236633004,-0.01880075713139473
0.9500000000000001,0.8416394049811613,0.8618198045091021,-0.020180399527940818
0.9600000000000001,0.8694597274596864,0.8910952008307322,-0.021635473371045877
0.97,0.8980873187595104,0.9212582092569312,-0.023170890497420826
0.98,0.9275452496680253,0.9523339755205652,-0.024788725852539883
0.99,0.9578563116048484,0.9843488063626753,-0.02649249475782689
1.0,0.989043857076669,1.0173292623770298,-0.028285405300360833
1.01,1.0211307958906972,1.0513025602930501,-0.03017176440235292
1.02,1.0541436467780827,1.0862965838857654,-0.032152937107682744
1.03,1.088105448378653,1.1223399852985119,-0.03423453691985889
1.04,1.1230429359985319,1.1594622528319347,-0.036419316833402826
1.05,1.1589812888643163,1.1976931687426562,-0.038711879878339905
1.06,1.195949750289141,1.2370636353756772,-0.04111388508653624
1.07,1.2339748098427537,1.2776053436677075,-0.043630533824953854
1.08,1.2730834596021636,1.3193493886360004,-0.04626592903383675
1.09,1.3133058221340446,1.3623300385999073,-0.04902421646586275
1.1,1.3546715012366302,1.4065803307449833,-0.05190882950835318
1.11,1.3972107941680192,1.452134829250285,-0.05492403508226573
1.12,1.4409532629756099,1.4990287335200039,-0.05807547054439399
1.1300000000000001,1.4859334539708702,1.5472973807318362,-0.061363926760966025
1.1400000000000001,1.5321808866605116,1.5969797273929076,-0.06479884073239606
1.1500000000000001,1.5797317572869867,1.6481112395000896,-0.06837948221310297
1.1600000000000001,1.6286168975206292,1.700731314450648,-0.07211441693001874
1.17,1.6788725384450207,1.7548787419644454,-0.07600620351942466
1.18,1.7305341639360055,1.810594203769384,-0.08006003983337862
1.19,1.7836362721152714,1.8679185461607037,-0.08428227404543231
1.2,1.8382194544345498,1.926893936841833,-0.08867448240728315
1.21,1.8943198898691842,1.9875627259457644,-0.09324283607658024
1.22,1.9519743754960293,2.0499687648422142,-0.09799438934618498
1.23,2.011224332299218,2.1141571165190673,-0.10293278421984953
1.24,2.0721102115686203,2.1801728485271408,-0.10806263695852047
1.25,2.1346733438865204,2.2480627513756106,-0.11338940748909021
1.26,2.1989559515094954,2.317874373889012,-0.11891842237951655
1.27,2.2650011644894046,2.3896559328400864,-0.12465476835068179
1.28,2.332853034579522,2.4634568990217294,-0.1306038644422074
1.29,2.4025565497263703,2.539327885250598,-0.1367713355242275
1.3,2.4741551838702818,2.617320258194728,-0.14316507432444636
1.31,2.5477007093547157,2.697486544145242,-0.1497858347905261
1.32,2.623236002615117,2.7798804102250076,-0.15664440760989073
1.33,2.7008124159666997,2.864555780112957,-0.16374336414625734
1.34,2.780482622985239,2.9515694935641603,-0.17108687057892125
1.35,2.862292082886156,3.0409773504099458,-0.17868526752378955
1.36,2.946295462998068,3.1328372776393616,-0.1865418146412936
1.37,3.0325457982243806,3.227208853010095,-0.19466305478571444
1.3800000000000001,3.1210972013085456,3.324150542634611,-0.20305334132606534
1.3900000000000001,3.2120048782484827,3.423726713276617,-0.21172183502813446
1.4000000000000001,3.3053218479662383,3.5259967545208135,-0.22067490655457522
1.4100000000000001,3.401112057011507,3.6310252695691063,-0.22991321255759933
1.42,3.4994308861647156,3.738876852930132,-0.23944596676541652
1.43,3.6003344923045204,3.8496176023654516,-0.24928311006093118
1.44,3.703890884903872,3.963314516130625,-0.25942363122675305
1.45,3.8101548884751937,4.080036378039742,-0.2698814895645487
1.46,3.91919733449459,4.199852284027348,-0.2806549495327584
1.47,4.031075063375317,4.322833408041083,-0.2917583446657659
1.48,4.145861815536594,4.449052015451014,-0.30319019991442
1.49,4.2636164987526834,4.578581584264777,-0.31496508551209335
1.5,4.384411479364623,4.711496460357653,-0.32708498099303007
1.51,4.508316401351688,4.847873348611932,-0.33955694726024443
1.52,4.635406853968848,4.987789357142828,-0.35238250317397934
1.53,4.765746011343733,5.1313232821873,-0.36557727084356717
1.54,4.899412020924304,5.278555331863097,-0.37914331093879294
1.55,5.0364799037692025,5.429567234093988,-0.3930873303247857
1.56,5.177026068840708,5.58444189413418,-0.4074158252934721
1.57,5.32112833523008,5.74326341047909,-0.4221350752490096
1.58,5.468865944915638,5.906118064745983,-0.43725211983034473
1.59,5.620319587633973,6.0730929039127775,-0.45277331627880457
1.6,5.775571413329608,6.244276757471182,-0.46870534414157383
