# omega (a.u.), S(2.2 kF, omega) (a.u.)
0.000000000000000000e+00,-0.000000000000000000e+00
1.530931089239486158e-03,3.889228827455235623e-03
3.061862178478972317e-03,7.940175929293130999e-03
4.592793267718458042e-03,1.231886195474672478e-02
6.123724356957944634e-03,1.720426042259280350e-02
7.654655446197431226e-03,2.280147079877209784e-02
9.185586535436916084e-03,2.936590482947336669e-02
1.071651762467640441e-02,3.726248709866788328e-02
1.224744871391588927e-02,4.722877400477437648e-02
1.377837980315537586e-02,2.063984348556257842e-01
1.530931089239486245e-02,4.212006630949000630e-01
1.684024198163434904e-02,6.378081912676444309e-01
1.837117307087383217e-02,8.560073857874564984e-01
1.990210416011332223e-02,1.075596829099513707e+00
2.143303524935280882e-02,1.296357527394919940e+00
2.296396633859229194e-02,1.518029587790401758e+00
2.449489742783177854e-02,1.740297243655994253e+00
2.602582851707126513e-02,1.962779425820448509e+00
2.755675960631075172e-02,2.185024477383894048e+00
2.908769069555023831e-02,2.406508420558377548e+00
3.061862178478972490e-02,2.626636220089327178e+00
3.214955287402920803e-02,2.844745360728452521e+00
3.368048396326869809e-02,3.060113701960535337e+00
3.521141505250818121e-02,3.271968414103576084e+00
3.674234614174766433e-02,3.479497998628424682e+00
3.827327723098715440e-02,3.681866789460565226e+00
3.980420832022664446e-02,3.878231178876564655e+00
4.133513940946612758e-02,4.067755720328048774e+00
4.286607049870561764e-02,4.249631569920238050e+00
4.439700158794509383e-02,4.423094041118800668e+00
4.592793267718458389e-02,4.587438943678841419e+00
4.745886376642407395e-02,4.742038272421849499e+00
4.898979485566355707e-02,4.886354382307485089e+00
5.052072594490304713e-02,5.019949229572072014e+00
5.205165703414253026e-02,5.142492803900736931e+00
5.358258812338202032e-02,5.253767499229287985e+00
5.511351921262150344e-02,5.353670308278569934e+00
5.664445030186098656e-02,5.442210778802269999e+00
5.817538139110047662e-02,5.519504385919705491e+00
5.970631248033995975e-02,5.585767916782888420e+00
6.123724356957944981e-02,5.641309449369976470e+00
6.276817465881893987e-02,5.686515833733821523e+00
6.429910574805841605e-02,5.721846564177858419e+00
6.583003683729790612e-02,5.747810295646814005e+00
6.736096792653739618e-02,5.764963949433468571e+00
6.889189901577688624e-02,5.773894975709212396e+00
7.042283010501636242e-02,5.775209203480085485e+00
7.195376119425585248e-02,5.769526301839667859e+00
7.348469228349532867e-02,5.757463464389957153e+00
7.501562337273481873e-02,5.739626900177962732e+00
7.654655446197430879e-02,5.716612899954765403e+00
7.807748555121379885e-02,5.688995441967523270e+00
7.960841664045328891e-02,5.657323828773953345e+00
8.113934772969276510e-02,5.622119527603111955e+00
8.267027881893225516e-02,5.583872879971381487e+00
8.420120990817174522e-02,5.543041978384010804e+00
8.573214099741123528e-02,5.500053566065820299e+00
