# rs,PW92 eps_c
1.000000000000000000,-0.059773864184404085
1.004502251125562795,-0.059670338181691734
1.009004502251125590,-0.059567351830942354
1.013506753376688385,-0.059464900066255141
1.018009004502251180,-0.059362977890933193
1.022511255627813975,-0.059261580376242816
1.027013506753376770,-0.059160702660200404
1.031515757878939565,-0.059060339946386022
1.036018009004502360,-0.058960487502783120
1.040520260130064933,-0.058861140660643706
1.045022511255627728,-0.058762294813378142
1.049524762381190524,-0.058663945415469182
1.054027013506753319,-0.058566087981409276
1.058529264632316114,-0.058468718084661128
1.063031515757878909,-0.058371831356640112
1.067533766883441704,-0.058275423485718618
1.072036018009004499,-0.058179490216251635
1.076538269134567294,-0.058084027347622788
1.081040520260130089,-0.057989030733310631
1.085542771385692884,-0.057894496279974450
1.090045022511255679,-0.057800419946559156
1.094547273636818474,-0.057706797743419046
1.099049524762381269,-0.057613625731459367
1.103551775887944064,-0.057520900021295986
1.108054027013506637,-0.057428616772432044
1.112556278139069432,-0.057336772192451667
1.117058529264632227,-0.057245362536230110
1.121560780390195022,-0.057154384105159849
1.126063031515757817,-0.057063833246392484
1.130565282641320612,-0.056973706352095761
1.135067533766883408,-0.056883999858725783
1.139569784892446203,-0.056794710246313412
1.144072036018008998,-0.056705834037765253
1.148574287143571793,-0.056617367798178352
1.153076538269134588,-0.056529308134168316
1.157578789394697383,-0.056441651693210991
1.162081040520260178,-0.056354395162996722
1.166583291645822973,-0.056267535270797503
1.171085542771385768,-0.056181068782846275
1.175587793896948341,-0.056094992503728382
1.180090045022511358,-0.056009303275784614
1.184592296148073931,-0.055923997978526006
1.189094547273636726,-0.055839073528059675
1.193596798399199521,-0.055754526876525642
1.198099049524762316,-0.055670355011544451
1.202601300650325111,-0.055586554955675195
1.207103551775887906,-0.055503123765883788
1.211605802901450701,-0.055420058533021399
1.216108054027013496,-0.055337356381312403
1.220610305152576291,-0.055255014467852095
1.225112556278139087,-0.055173029982113736
1.229614807403701882,-0.055091400145464722
1.234117058529264677,-0.055010122210691577
1.238619309654827472,-0.054929193461534055
1.243121560780390267,-0.054848611212227311
1.247623811905953062,-0.054768372807052774
1.252126063031515635,-0.054688475619897196
1.256628314157078652,-0.054608917053819470
1.261130565282641225,-0.054529694540625680
1.265632816408204020,-0.054450805540451307
1.270135067533766815,-0.054372247541351414
1.274637318659329610,-0.054294018058897976
1.279139569784892405,-0.054216114635784213
1.283641820910455200,-0.054138534841436360
1.288144072036017995,-0.054061276271631938
1.292646323161580790,-0.053984336548124942
1.297148574287143585,-0.053907713318277761
1.301650825412706380,-0.053831404254699088
1.306153076538269175,-0.053755407054888842
1.310655327663831970,-0.053679719440888583
1.315157578789394766,-0.053604339158938495
1.319659829914957339,-0.053529263979140068
1.324162081040520356,-0.053454491695124590
1.328664332166082929,-0.053380020123727563
1.333166583291645946,-0.053305847104668319
1.337668834417208519,-0.053231970500235509
1.342171085542771314,-0.053158388194977590
1.346673336668334109,-0.053085098095398797
1.351175587793896904,-0.053012098129660234
1.355677838919459699,-0.052939386247285759
1.360180090045022494,-0.052866960418873163
1.364682341170585289,-0.052794818635810009
1.369184592296148084,-0.052722958909994046
1.373686843421710879,-0.052651379273558625
1.378189094547273674,-0.052580077778602345
