# weight,point
0.0307532419961175,-0.9879925180204853
0.0703660474881079,-0.9372733924007058
0.1071592204671719,-0.8482065834104274
0.1395706779261542,-0.7244177313601704
0.1662692058169938,-0.5709721726085392
0.1861610000155623,-0.3941513470775637
0.1984314853271114,-0.2011940939974344
0.2025782419255614,0.0000000000000000
0.1984314853271123,0.2011940939974347
0.1861610000155615,0.3941513470775634
0.1662692058169938,0.5709721726085391
0.1395706779261542,0.7244177313601702
0.1071592204671712,0.8482065834104272
0.0703660474881083,0.9372733924007060
0.0307532419961175,0.9879925180204856
