q/kF, < omega_p(q)**3 >/wp(0)**3, Sum rule/wp(0)**3, < (omega/wp(0))**3*S > - SR
0.01,1.5427120622203533e-05,1.2802602099300788e-05,2.624518522902745e-06
0.02,5.0475037689554786e-05,5.122165987794456e-05,-7.466221883897743e-07
0.03,0.00011523797597502443,0.00011527663725318578,-3.866127816135436e-08
0.04,0.0002047120058269703,0.00020499261746089037,-2.806116339200697e-07
0.05,0.00031985905996465973,0.00032040525750725446,-5.46197542594727e-07
0.060000000000000005,0.0004605405939528344,0.0004615817234860718,-1.0411295332374e-06
0.06999999999999999,0.0006267527508104553,0.000628604288736176,-1.8515379257206567e-06
0.08,0.0008184776649733619,0.0008215403953691123,-3.0627303957503566e-06
0.09,0.001035693668016323,0.001040485905647667,-4.7922376313438465e-06
0.09999999999999999,0.0012783733635196887,0.0012854518513230303,-7.078487803341546e-06
0.11,0.00154648858500354,0.0015556810496986173,-9.192464695077437e-06
0.12,0.0018400072896374478,0.001850431207342202,-1.0423917704754275e-05
0.13,0.0021588938955946716,0.0021700652733679963,-1.1171377773324699e-05
0.14,0.002503114177868868,0.002513951847148369,-1.0837669279501264e-05
0.15000000000000002,0.002872623874405136,0.002882775572397977,-1.0151697992840953e-05
0.16,0.003267379369283319,0.0032761792699830365,-8.799900699717374e-06
0.17,0.0036873264038323767,0.003693672998776068,-6.34659494369149e-06
0.18000000000000002,0.004132412150992848,0.004136154622729851,-3.7424717370029142e-06
0.19,0.004602580573781774,0.004603325026801879,-7.444530201053748e-07
0.2,0.005097762959894101,0.005095373466175322,2.3894937187796117e-06
0.21000000000000002,0.005617890378250752,0.005611403542940069,6.486835310683461e-06
0.22,0.0061628969412784226,0.006151162612209221,1.1734329069201799e-05
0.23,0.006732703357400827,0.006715051728128362,1.7651629272465337e-05
0.24000000000000002,0.007327240989290146,0.007302570954771976,2.4670034518169646e-05
0.25,0.007946434461806364,0.007914715898846056,3.17185629603086e-05
0.26,0.008590198813860658,0.008551567746758294,3.863106710236437e-05
0.27,0.009258463570861056,0.00921086365317003,4.75999176910262e-05
0.28,0.009951159297397651,0.009895152291837017,5.600700556063383e-05
0.29000000000000004,0.01066818553239336,0.010603495592096682,6.468994029667878e-05
0.3,0.011409467494597507,0.011336939020675712,7.252847392179469e-05
0.31,0.01217490606595759,0.01209352909100221,8.137697495537964e-05
0.32,0.012964434143551517,0.012869900089010478,9.453405454103864e-05
0.33,0.01377794609821422,0.013668117763235111,0.00010982833497910974
0.34,0.014615343628872767,0.014489995870497657,0.00012534775837511059
0.35000000000000003,0.015476508931485377,0.015331866136283293,0.00014464279520208338
0.36000000000000004,0.016361365259245964,0.016196132116123307,0.00016523314312265683
0.37,0.017269787265457876,0.017084306518716903,0.0001854807467409729
0.38,0.01820166001158608,0.01799466540351658,0.00020699460806949954
0.39,0.019156845509740297,0.018927903623099436,0.0002289418866408613
0.4,0.020135257899957047,0.01988489773767973,0.00025036016227731814
0.41000000000000003,0.021136752321291134,0.02086446290756623,0.0002722894137249035
0.42000000000000004,0.022161198269835734,0.021867042421729904,0.0002941558481058294
0.43,0.023208461614390448,0.0228923407567353,0.0003161208576551479
0.44,0.024278380614500356,0.023940099622695363,0.00033828099180499213
0.45,0.025370861271113977,0.02501239620206888,0.0003584650690450948
0.46,0.02648573608301082,0.026107125984796226,0.00037861009821459415
0.47000000000000003,0.027622857310848167,0.027223686241159208,0.0003991710696889597
0.48000000000000004,0.028782074000590175,0.028362691709387558,0.00041938229120261697
0.49,0.029963232041761798,0.029526212199025195,0.000437019842736603
0.5,0.031166174223751116,0.030713821337885756,0.00045235288586535985
0.51,0.032390740285557176,0.031923347579772846,0.0004673927057843308
0.52,0.033636766962115545,0.03315409015073487,0.0004826768113806723
0.53,0.03490408802841412,0.03441526334529278,0.0004888246831213361
0.54,0.03619257027207141,0.03570978407021417,0.0004827862018572382
0.55,0.037501971166011595,0.03702927322466414,0.00047269794134745247
0.56,0.03883215046543638,0.03836536188544229,0.0004667885799940902
0.5700000000000001,0.04018293051972791,0.039729032431963816,0.0004538980877640958
0.5800000000000001,0.041554172152538954,0.04112040740556174,0.0004337647469772124
