q/kF, < omega_p(q)**3 >/wp(0)**3, Sum rule/wp(0)**3, < (omega/wp(0))**3*S > - SR
0.01,1.5427120622203533e-05,1.280145065268786e-05,2.6256699695156727e-06
0.02,5.0475037689554786e-05,5.12242269671202e-05,-7.491892775654118e-07
0.03,0.00011523797597502443,0.00011532255593869542,-8.457996367099521e-08
0.04,0.0002047120058269703,0.00020518486639469,-4.728605677197103e-07
0.05,0.00031985905996465973,0.00032092933299295874,-1.0702730282990134e-06
0.060000000000000005,0.0004605405939528344,0.0004626836010640972,-2.143007111262774e-06
0.06999999999999999,0.0006267527508104553,0.0006305622667197694,-3.809515909314093e-06
0.08,0.0008184776649733619,0.000824652527291173,-6.174862317811082e-06
0.09,0.001035693668016323,0.0010450077905878158,-9.314122571492736e-06
0.09999999999999999,0.0012783733635196887,0.0012916365339047243,-1.3263170385035628e-05
0.11,0.00154648858500354,0.001564490450111605,-1.8001865108065174e-05
0.12,0.0018400072896374478,0.0018634600143347122,-2.3452724697264416e-05
0.13,0.0021588938955946716,0.0021883693090455673,-2.9475413450895643e-05
0.14,0.002503114177868868,0.002538967895092619,-3.585371722375106e-05
0.15000000000000002,0.002872623874405136,0.002914934625482715,-4.23107510775793e-05
0.16,0.003267379369283319,0.0033159364098455184,-4.8557040562199286e-05
0.17,0.0036873264038323767,0.003741660225581296,-5.4333821748919504e-05
0.18000000000000002,0.004132412150992848,0.004191835547766514,-5.9423396773666294e-05
0.19,0.004602580573781774,0.004666205045814873,-6.362447203309921e-05
0.2,0.005097762959894101,0.005164581926135981,-6.681896624187965e-05
0.21000000000000002,0.005617890378250752,0.005686839982886567,-6.894960463581495e-05
0.22,0.0061628969412784226,0.006232898754542426,-7.000181326400311e-05
0.23,0.006732703357400827,0.006802716510214428,-7.001315281360103e-05
0.24000000000000002,0.007327240989290146,0.007396319573337441,-6.90785840472951e-05
0.25,0.007946434461806364,0.00801380157135831,-6.736710955194611e-05
0.26,0.008590198813860658,0.00865524550875172,-6.504669489106225e-05
0.27,0.009258463570861056,0.009320644247110025,-6.21806762489685e-05
0.28,0.009951159297397651,0.01000999430724262,-5.883500984496873e-05
0.29000000000000004,0.01066818553239336,0.010723208122983118,-5.502259058975771e-05
0.3,0.011409467494597507,0.011460120938566116,-5.06534439686096e-05
0.31,0.01217490606595759,0.012220530098061457,-4.562403210386749e-05
0.32,0.012964434143551517,0.013004224029766344,-3.978988621482736e-05
0.33,0.01377794609821422,0.013811023353395731,-3.307725518151075e-05
0.34,0.014615343628872767,0.014640650758770244,-2.530712989747691e-05
0.35000000000000003,0.015476508931485377,0.015492819470209614,-1.6310538724237378e-05
0.36000000000000004,0.016361365259245964,0.01636731200585492,-5.946746608954945e-06
0.37,0.017269787265457876,0.017263961655003195,5.82561045468083e-06
0.38,0.01820166001158608,0.01818267133493461,1.8988676651471997e-05
0.39,0.019156845509740297,0.019123360685462786,3.348482427751112e-05
0.4,0.020135257899957047,0.0200859515082811,4.930639167594758e-05
0.41000000000000003,0.021136752321291134,0.021070412711339134,6.63396099520007e-05
0.42000000000000004,0.022161198269835734,0.02207672466040725,8.447360942848495e-05
0.43,0.023208461614390448,0.023104746996307494,0.00010371461808295415
0.44,0.024278380614500356,0.02415430049519397,0.00012408011930638632
0.45,0.025370861271113977,0.02522517047844375,0.000145690792670225
0.46,0.02648573608301082,0.026316963000970396,0.0001687730820404236
0.47000000000000003,0.027622857310848167,0.02742919620728752,0.0001936611035606474
0.48000000000000004,0.028782074000590175,0.028561415932552344,0.0002206580680378309
0.49,0.029963232041761798,0.02971336233269203,0.00024986970906976796
0.5,0.031166174223751116,0.030884865003285935,0.00028130922046518125
0.51,0.032390740285557176,0.032075747130897586,0.0003149931546595902
0.52,0.033636766962115545,0.033286038940753875,0.0003507280213616709
0.53,0.03490408802841412,0.03451589544819186,0.00038819258022225467
0.54,0.03619257027207141,0.03576551324400331,0.000427057028068098
0.55,0.037501971166011595,0.03703508973001147,0.0004668814360001272
0.56,0.03883215046543638,0.03832489509492516,0.000507255370511217
